UK-10552	U+E6BC	
UK-10553	U+E6BD	
UK-10554	U+E6BE	
UK-10555	U+E6BF	
UK-10556	U+E6C0	
UK-10557	U+E6C1	
UK-10558	U+E6C2	
UK-10559	U+E5D9	
UK-10560	U+E6C3	
UK-10561	U+E6C4	
UK-10562	U+E6C5	
UK-10563	U+E6C6	
UK-10564	U+E6C7	
UK-10565	U+E5DA	
UK-10566	U+E8CB	
UK-10567	U+E6C8	41-41
UK-10568	U+E6C9	
UK-10569	U+E6CA	
UK-10570	U+E6CB	
UK-10571	U+E6CC	
UK-10572	U+E6CD	
UK-10573	U+E6CE	
UK-10574	U+E6CF	
UK-10575	U+E6D0	
UK-10576	U+E74B	
UK-10577	U+E74C	
UK-10578	U+E74D	
UK-10579	U+E99D	
UK-10580	U+E99E	
UK-10581	U+E99F	
UK-10582	U+E9A0	
UK-10583	U+E9A1	
UK-10584	U+E9A2	
UK-10585	U+E9A3	
UK-10586	U+E9A4	
UK-10587	U+E92D	
UK-10588	U+E930	
UK-10589	U+E931	
UK-10590	U+E754	
UK-10591	U+E755	29-34
UK-10592	U+E756	
UK-10593	U+F3FC	
UK-10594	U+E963	
UK-10595	U+E964	
UK-10596	U+E965	
UK-10597	U+E966	
UK-10598	U+E967	
UK-10599	U+E968	
UK-10600	U+E969	
UK-10601	U+E96A	
UK-10602	U+E5B0	
UK-10603	U+E5B1	
UK-10604	U+E5B2	
UK-10605	U+E5B3	
UK-10606	U+E5B9	
UK-10607	U+E5B4	
UK-10608	U+E5B5	
UK-10609	U+E5B6	
UK-10610	U+E5B7	
UK-10611	U+E8B8	
UK-10612	U+E8B9	
UK-10613	U+E8BA	
UK-10614	U+E8BB	
UK-10615	U+E8BC	
UK-10616	U+E8BD	
UK-10617	U+E8BE	
UK-10618	U+E8BF	
UK-10619	U+EADF	
UK-10620	U+E8C0	
UK-10621	U+E8C1	
UK-10622	U+E8C2	
UK-10623	U+E8C3	
UK-10624	U+E8C5	
UK-10625	U+E8C6	
UK-10626	U+E8C8	
UK-10627	U+E8C9	37-02
UK-10628	U+E8CA	
UK-10629	U+E5C4	
UK-10630	U+E5C5	
UK-10631	U+E5C6	
UK-10632	U+E5C7	
UK-10633	U+E5C8	
UK-10634	U+E5C9	
UK-10635	U+E5CA	
UK-10636	U+E5CB	
UK-10637	U+E9B0	
UK-10638	U+E9B2	
UK-10639	U+E9B3	
UK-10640	U+E9B4	
UK-10641	U+E9B5	
UK-10642	U+E9B6	
UK-10643	U+E9B7	
UK-10644	U+E9B8	
UK-10645	U+E9B9	
UK-10646	U+E9BA	
UK-10647	U+E9BB	
UK-10648	U+E9BC	
UK-10649	U+E9BD	
UK-10650	U+E9BE	
UK-10651	U+E9BF	
UK-10652	U+E9C0	
UK-10653	U+E9C1	
UK-10654	U+E9C2	
UK-10655	U+E9C3	
UK-10656	U+E9C4	
UK-10657	U+E9C5	
UK-10658	U+E9C6	
UK-10659	U+E9C7	
UK-10660	U+E9C8	
UK-10661	U+E9C9	
UK-10662	U+E9CA	
UK-10663	U+E9CB	
UK-10664	U+E9CC	
UK-10665	U+E9CD	
UK-10666	U+E9CE	
UK-10667	U+E9CF	
UK-10668	U+E9D0	
UK-10669	U+E9D1	
UK-10670	U+E9D2	
UK-10671	U+E9D3	
UK-10672	U+E9D4	
UK-10673	U+E9D5	
UK-10674	U+E9D6	
UK-10675	U+E9D7	
UK-10676	U+E9D8	
UK-10677	U+E9D9	
UK-10678	U+E9DA	
UK-10679	U+E9DB	
UK-10680	U+E9DC	
UK-10681	U+E9DD	
UK-10682	U+E9DE	
UK-10683	U+E9DF	
UK-10684	U+E9E0	
UK-10685	U+E9E1	
UK-10686	U+E9E2	
UK-10687	U+E9E4	
UK-10688	U+E9E5	
UK-10689	U+E9E6	
UK-10690	U+E9E7	
UK-10691	U+E9E8	
UK-10692	U+E9E9	
UK-10693	U+E9EA	
UK-10694	U+E9EB	
UK-10695	U+E9EC	
UK-10696	U+E9ED	
UK-10697	U+E9EE	
UK-10698	U+E9EF	
UK-10699	U+E9F0	
UK-10700	U+E9F1	
UK-10701	U+E9F2	
UK-10702	U+E9F3	
UK-10703	U+E9F4	
UK-10704	U+E9F5	
UK-10705	U+E9F6	
UK-10706	U+E9F7	
UK-10707	U+E9F8	
UK-10708	U+E9F9	
UK-10709	U+E9FA	
UK-10710	U+E9FB	
UK-10711	U+E9FC	
UK-10712	U+E9FD	
UK-10713	U+E9FE	
UK-10714	U+E9FF	
UK-10715	U+EA00	
UK-10716	U+EA01	
UK-10717	U+EA02	
UK-10718	U+EA03	
UK-10719	U+EA04	
UK-10720	U+EA05	
UK-10721	U+EA06	
UK-10722	U+EA07	
UK-10723	U+EA08	
UK-10724	U+EA09	
UK-10725	U+EA0A	
UK-10726	U+EA0C	
UK-10727	U+EA0D	
UK-10728	U+EA0E	
UK-10729	U+EA0F	
UK-10730	U+EA10	
UK-10731	U+EA11	
UK-10732	U+EA12	
UK-10733	U+EA13	
UK-10734	U+EA14	
UK-10735	U+EA15	
UK-10736	U+EA16	
UK-10737	U+EA17	
UK-10738	U+EA18	
UK-10739	U+EA19	
UK-10740	U+EA1A	
UK-10741	U+EA1B	
UK-10742	U+EA1C	
UK-10743	U+EA1D	
UK-10744	U+EA1E	
UK-10745	U+EA1F	
UK-10746	U+EA20	
UK-10747	U+EA21	
UK-10748	U+EA22	
UK-10749	U+EA23	
UK-10750	U+EA24	
UK-10751	U+EA25	
UK-10752	U+EA26	
UK-10753	U+E5DC	
UK-10754	U+E5DD	
UK-10755	U+E950	
UK-10756	U+E951	
UK-10757	U+E707	
UK-10758	U+E952	
UK-10759	U+E953	28-05
UK-10760	U+E954	
UK-10761	U+E955	
UK-10762	U+E957	
UK-10763	U+E958	
UK-10764	U+E959	
UK-10765	U+E95A	
UK-10766	U+E95B	
UK-10767	U+E95C	
UK-10768	U+E95D	
UK-10769	U+E95E	
UK-10770	U+F12B	
UK-10771	U+E8B3	
UK-10772	U+E8B4	
UK-10773	U+E8B5	
UK-10774	U+E8E7	
UK-10775	U+E8F8	
UK-10776	U+E904	
UK-10777	U+E6D5	
UK-10778	U+E574	
UK-10779	U+E573	
UK-10780	U+E58F	
UK-10781	U+E590	
UK-10782	U+E591	
UK-10783	U+E592	
UK-10784	U+E593	
UK-10785	U+E594	
UK-10786	U+E595	
UK-10787	U+E596	
UK-10788	U+E597	
UK-10789	U+E598	
UK-10790	U+E599	
UK-10791	U+E59A	
UK-10792	U+E59B	
UK-10793	U+E59C	
UK-10794	U+E59D	
UK-10795	U+E59E	
UK-10796	U+E66D	
UK-10797	U+E59F	
UK-10798	U+E64D	
UK-10799	U+E5A0	
UK-10800	U+E5A1	
UK-10801	U+E5A2	
UK-10802	U+E5A3	
UK-10803	U+E5A4	
UK-10804	U+E5A5	
UK-10805	U+E5A6	
UK-10806	U+E5A7	
UK-10807	U+E5A8	
UK-10808	U+E5A9	
UK-10809	U+E5AA	
UK-10810	U+E5AB	
UK-10811	U+E5AC	
UK-10812	U+E62B	
UK-10813	U+E62C	
UK-10814	U+E62D	
UK-10815	U+E62E	
UK-10816	U+E62F	27-55
UK-10817	U+E630	
UK-10818	U+E631	
UK-10819	U+E632	
UK-10820	U+E633	
UK-10821	U+E634	
UK-10822	U+E635	
UK-10823	U+E636	
UK-10824	U+E637	
UK-10825	U+E638	
UK-10826	U+E639	
UK-10827	U+E63A	
UK-10828	U+E63B	
UK-10829	U+E63C	
UK-10830	U+E63D	
UK-10831	U+E63E	
UK-10832	U+E63F	
UK-10833	U+E675	
UK-10834	U+E5AD	
UK-10835	U+E777	
UK-10836	U+E5AE	
UK-10837	U+E5AF	
UK-10838	U+E663	
UK-10839	U+E665	
UK-10840	U+E664	
UK-10841	U+E666	
UK-10842	U+E667	
UK-10843	U+E668	
UK-10844	U+E669	
UK-10845	U+E66A	
UK-10846	U+E66B	
UK-10847	U+E771	
UK-10848	U+E681	
UK-10849	U+E74E	19-59
UK-10850	U+E672	
UK-10851	U+E67E	
UK-10852	U+E5CE	
UK-10853	U+E74A	
UK-10854	U+E725	
UK-10855	U+E655	
UK-10856	U+E656	
UK-10857	U+E657	
UK-10858	U+E658	
UK-10859	U+E65E	
UK-10860	U+E65F	
UK-10861	U+E660	
UK-10862	U+F29C	
UK-10863	U+E661	
UK-10864	U+E662	
UK-10865	U+E67F	
UK-10866	U+E650	
UK-10867	U+E659	
UK-10868	U+E65A	
UK-10869	U+E750	
UK-10870	U+E643	
UK-10871	U+E644	
UK-10872	U+E645	32-67
UK-10873	U+E647	
UK-10874	U+E648	
UK-10875	U+E64C	
UK-10876	U+E6A0	
UK-10877	U+E6A2	
UK-10878	U+E72A	29-89
UK-10879	U+E699	
UK-10880	U+E6A4	
UK-10881	U+E72B	
UK-10882	U+E66E	
UK-10883	U+E68B	42-30
UK-10884	U+E68F	21-86
UK-10885	U+E690	34-26
UK-10886	U+E692	
UK-10887	U+E693	
UK-10888	U+E686	35-49
UK-10889	U+E691	
UK-10890	U+E671	
UK-10891	U+E68C	
UK-10892	U+E66F	32-16
UK-10893	U+E698	
UK-10894	U+E69B	
UK-10895	U+E69D	21-22
UK-10896	U+E69C	
UK-10897	U+E687	
UK-10898	U+E68E	
UK-10899	U+E69E	
UK-10900	U+E689	
UK-10901	U+E688	
UK-10902	U+E697	
UK-10903	U+E68D	
UK-10904	U+E5CC	21-52
UK-10905	U+E5CD	36-77
UK-10906	U+E69A	
UK-10907	U+E696	
UK-10908	U+E682	
UK-10909	U+E72C	
UK-10910	U+E72D	29-28
UK-10911	U+E694	
UK-10912	U+E695	33-58
UK-10913	U+E685	
UK-10914	U+E749	
UK-10915	U+E72E	
UK-10916	U+E76F	
UK-10917	U+E770	
UK-10918	U+E798	
UK-10919	U+E739	27-03
UK-10920	U+E995	
UK-10921	U+E5D6	42-33
UK-10922	U+E742	
UK-10923	U+E741	
UK-10924	U+E733	
UK-10925	U+E73C	
UK-10926	U+E76D	
UK-10927	U+E62A	
UK-10928	U+E5D2	
UK-10929	U+E5D3	
UK-10930	U+E5D1	34-65
UK-10931	U+E768	
UK-10932	U+E769	
UK-10933	U+E76A	
UK-10934	U+E76B	
UK-10935	U+E66C	
UK-10936	U+E653	
UK-10937	U+E72F	
UK-10938	U+E641	
UK-10939	U+E642	
UK-10940	U+E5D0	
UK-10941	U+E86D	
UK-10942	U+E5D4	
UK-10943	U+E5CF	
UK-10944	U+E5D5	
UK-10945	U+E734	
UK-10946	U+E748	
UK-10947	U+E772	
UK-10948	U+E796	
UK-10949	U+E5EE	
UK-10950	U+EAFE	
UK-10951	U+F216	
UK-10952	U+F202	
UK-10953	U+F218	
UK-10954	U+EB78	
UK-10955	U+F4AA	
UK-10956	U+F4AB	
UK-10957	U+F4AC	
UK-10958	U+F4AD	
UK-10959	U+F4AF	
UK-10960	U+F4B0	
UK-10961	U+F4B1	
UK-10962	U+F4B2	
UK-10963	U+F4B3	
UK-10964	U+F4B4	
UK-10965	U+F4B5	
UK-10966	U+F258	
UK-10967	U+F21E	
UK-10968	U+E721	
UK-10969	U+F31C	
UK-10970	U+E5E1	
UK-10971	U+E5E4	37-30
UK-10972	U+E76C	
UK-10973	U+EA2F	
UK-10974	U+F21C	
UK-10975	U+E5E9	
UK-10976	U+E5ED	
UK-10977	U+E5E0	
UK-10978	U+EFB8	
UK-10979	U+E5E2	
UK-10980	U+E723	
UK-10981	U+E673	
UK-10982	U+E5E5	
UK-10983	U+E724	
UK-10984	U+F3E1	
UK-10985	U+E757	
UK-10986	U+E5F0	
UK-10987	U+E722	
UK-10988	U+E674	
UK-10989	U+E676	
UK-10990	U+E629	30-38
UK-10991	U+E909	
UK-10992	U+E6D3	
UK-10993	U+F4D5	
UK-10994	U+E670	
UK-10995	U+E732	
UK-10996	U+E74F	
UK-10997	U+F285	
UK-10998	U+EA6F	
UK-10999	U+EF9A	
UK-11000	U+F5D8	
